"median","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30"
1060.51219529062,1060.5106273665,1060.51255982219,1060.48756475235,1060.52382051626,1060.49419860622,1060.52196705929,1060.51642441813,1060.50279765867,1060.52351379671,1060.51465882965,1060.5209017061,1060.52632574608,1060.5271930999,1060.51317138909,1060.5082195969,1060.51183075905,1060.51768584821,1060.51113115194,1060.49932364873,1060.49161282527,1060.50736122626,1060.51656883878,1060.50009979203,1060.5022314644,1060.52520318006,1060.50538312688,1060.50320646606,1060.51625968919,1060.50656344154,1060.51584368308
2475.88973783935,2475.89531203871,2475.89611974917,2475.88780060261,2475.90633783115,2475.88711252179,2475.87378135244,2475.88741310959,2475.88908904587,2475.88002283196,2475.88992999865,2475.90062331693,2475.87341218009,2475.89002998783,2475.88099695064,2475.89514528497,2475.88652325996,2475.87576569307,2475.88153236937,2475.87314084667,2475.89588569817,2475.875538762,2475.87603384485,2475.89194262008,2475.88954568006,2475.89981236371,2475.90210109771,2475.89505516918,2475.892894635,2475.89851154614,2475.89928025395
321.190610411249,321.19552950283,321.196009289197,321.174092290008,321.20507165716,321.183495262955,321.195488436741,321.198982221668,321.183238369652,321.19806417915,321.191594179102,321.194814813713,321.201979049798,321.202360623803,321.188863651059,321.186759674856,321.18818906505,321.191376566964,321.189844255533,321.174146926871,321.172474344045,321.182115446113,321.195711622932,321.183149906919,321.189492627783,321.204283606085,321.183871094226,321.181987102606,321.192142591997,321.186096381077,321.191452444132
321.190610411249,321.19552950283,321.196009289197,321.174092290008,321.20507165716,321.183495262955,321.195488436741,321.198982221668,321.183238369652,321.19806417915,321.191594179102,321.194814813713,321.201979049798,321.202360623803,321.188863651059,321.186759674856,321.18818906505,321.191376566964,321.189844255533,321.174146926871,321.172474344045,321.182115446113,321.195711622932,321.183149906919,321.189492627783,321.204283606085,321.183871094226,321.181987102606,321.192142591997,321.186096381077,321.191452444132
321.190610411249,321.19552950283,321.196009289197,321.174092290008,321.20507165716,321.183495262955,321.195488436741,321.198982221668,321.183238369652,321.19806417915,321.191594179102,321.194814813713,321.201979049798,321.202360623803,321.188863651059,321.186759674856,321.18818906505,321.191376566964,321.189844255533,321.174146926871,321.172474344045,321.182115446113,321.195711622932,321.183149906919,321.189492627783,321.204283606085,321.183871094226,321.181987102606,321.192142591997,321.186096381077,321.191452444132
1744.04842844661,1744.04737902075,1744.04730484974,1744.03908671501,1744.05374722491,1744.03630623661,1744.04685201755,1744.04536007045,1744.0478318984,1744.04659444984,1744.04973137137,1744.06454144473,1744.04421516231,1744.05435737836,1744.04958850546,1744.05359908888,1744.04743280292,1744.05061130012,1744.04769485721,1744.04426440796,1744.05306631029,1744.04902499481,1744.04203020407,1744.04450543432,1744.03808301113,1744.0534832204,1744.05207960229,1744.05196508824,1744.05227797227,1744.05416424479,1744.05556856657
1744.04842844661,1744.04737902075,1744.04730484974,1744.03908671501,1744.05374722491,1744.03630623661,1744.04685201755,1744.04536007045,1744.0478318984,1744.04659444984,1744.04973137137,1744.06454144473,1744.04421516231,1744.05435737836,1744.04958850546,1744.05359908888,1744.04743280292,1744.05061130012,1744.04769485721,1744.04426440796,1744.05306631029,1744.04902499481,1744.04203020407,1744.04450543432,1744.03808301113,1744.0534832204,1744.05207960229,1744.05196508824,1744.05227797227,1744.05416424479,1744.05556856657
5057.07366922744,5057.07340572779,5057.07247601019,5057.07108236014,5057.07678552954,5057.07375655544,5057.07596026135,5057.07330395816,5057.07358189944,5057.08024620671,5057.07902472399,5057.06759781303,5057.07591368058,5057.07327065672,5057.07131296206,5057.07285007324,5057.07903794788,5057.06989489196,5057.06897448273,5057.07807560777,5057.06721411375,5057.06626342414,5057.07099249068,5057.07805278226,5057.07630470896,5057.07389248938,5057.07874662242,5057.07410877075,5057.07811781232,5057.0707503413,5057.07452651003
321.190610411249,321.19552950283,321.196009289197,321.174092290008,321.20507165716,321.183495262955,321.195488436741,321.198982221668,321.183238369652,321.19806417915,321.191594179102,321.194814813713,321.201979049798,321.202360623803,321.188863651059,321.186759674856,321.18818906505,321.191376566964,321.189844255533,321.174146926871,321.172474344045,321.182115446113,321.195711622932,321.183149906919,321.189492627783,321.204283606085,321.183871094226,321.181987102606,321.192142591997,321.186096381077,321.191452444132
1060.51219529062,1060.5106273665,1060.51255982219,1060.48756475235,1060.52382051626,1060.49419860622,1060.52196705929,1060.51642441813,1060.50279765867,1060.52351379671,1060.51465882965,1060.5209017061,1060.52632574608,1060.5271930999,1060.51317138909,1060.5082195969,1060.51183075905,1060.51768584821,1060.51113115194,1060.49932364873,1060.49161282527,1060.50736122626,1060.51656883878,1060.50009979203,1060.5022314644,1060.52520318006,1060.50538312688,1060.50320646606,1060.51625968919,1060.50656344154,1060.51584368308
3742.27115171709,3742.27174524843,3742.27208035478,3742.27140153552,3742.28325578,3742.27090189867,3742.26496152614,3742.26867526747,3742.27017190954,3742.27457333853,3742.27763815453,3742.26432430256,3742.26508512362,3742.26845646333,3742.26320386859,3742.2714360867,3742.27781919599,3742.25616046645,3742.2589181004,3742.26625639909,3742.26475299953,3742.25386304053,3742.26194809611,3742.27661543571,3742.27583262223,3742.27664884114,3742.28559794478,3742.27357668236,3742.27749869599,3742.27070780981,3742.27894969372
321.190610411249,321.19552950283,321.196009289197,321.174092290008,321.20507165716,321.183495262955,321.195488436741,321.198982221668,321.183238369652,321.19806417915,321.191594179102,321.194814813713,321.201979049798,321.202360623803,321.188863651059,321.186759674856,321.18818906505,321.191376566964,321.189844255533,321.174146926871,321.172474344045,321.182115446113,321.195711622932,321.183149906919,321.189492627783,321.204283606085,321.183871094226,321.181987102606,321.192142591997,321.186096381077,321.191452444132
2475.88973783935,2475.89531203871,2475.89611974917,2475.88780060261,2475.90633783115,2475.88711252179,2475.87378135244,2475.88741310959,2475.88908904587,2475.88002283196,2475.88992999865,2475.90062331693,2475.87341218009,2475.89002998783,2475.88099695064,2475.89514528497,2475.88652325996,2475.87576569307,2475.88153236937,2475.87314084667,2475.89588569817,2475.875538762,2475.87603384485,2475.89194262008,2475.88954568006,2475.89981236371,2475.90210109771,2475.89505516918,2475.892894635,2475.89851154614,2475.89928025395
2475.88973783935,2475.89531203871,2475.89611974917,2475.88780060261,2475.90633783115,2475.88711252179,2475.87378135244,2475.88741310959,2475.88908904587,2475.88002283196,2475.88992999865,2475.90062331693,2475.87341218009,2475.89002998783,2475.88099695064,2475.89514528497,2475.88652325996,2475.87576569307,2475.88153236937,2475.87314084667,2475.89588569817,2475.875538762,2475.87603384485,2475.89194262008,2475.88954568006,2475.89981236371,2475.90210109771,2475.89505516918,2475.892894635,2475.89851154614,2475.89928025395
321.190610411249,321.19552950283,321.196009289197,321.174092290008,321.20507165716,321.183495262955,321.195488436741,321.198982221668,321.183238369652,321.19806417915,321.191594179102,321.194814813713,321.201979049798,321.202360623803,321.188863651059,321.186759674856,321.18818906505,321.191376566964,321.189844255533,321.174146926871,321.172474344045,321.182115446113,321.195711622932,321.183149906919,321.189492627783,321.204283606085,321.183871094226,321.181987102606,321.192142591997,321.186096381077,321.191452444132
2475.88973783935,2475.89531203871,2475.89611974917,2475.88780060261,2475.90633783115,2475.88711252179,2475.87378135244,2475.88741310959,2475.88908904587,2475.88002283196,2475.88992999865,2475.90062331693,2475.87341218009,2475.89002998783,2475.88099695064,2475.89514528497,2475.88652325996,2475.87576569307,2475.88153236937,2475.87314084667,2475.89588569817,2475.875538762,2475.87603384485,2475.89194262008,2475.88954568006,2475.89981236371,2475.90210109771,2475.89505516918,2475.892894635,2475.89851154614,2475.89928025395
321.190610411249,321.19552950283,321.196009289197,321.174092290008,321.20507165716,321.183495262955,321.195488436741,321.198982221668,321.183238369652,321.19806417915,321.191594179102,321.194814813713,321.201979049798,321.202360623803,321.188863651059,321.186759674856,321.18818906505,321.191376566964,321.189844255533,321.174146926871,321.172474344045,321.182115446113,321.195711622932,321.183149906919,321.189492627783,321.204283606085,321.183871094226,321.181987102606,321.192142591997,321.186096381077,321.191452444132
1060.51219529062,1060.5106273665,1060.51255982219,1060.48756475235,1060.52382051626,1060.49419860622,1060.52196705929,1060.51642441813,1060.50279765867,1060.52351379671,1060.51465882965,1060.5209017061,1060.52632574608,1060.5271930999,1060.51317138909,1060.5082195969,1060.51183075905,1060.51768584821,1060.51113115194,1060.49932364873,1060.49161282527,1060.50736122626,1060.51656883878,1060.50009979203,1060.5022314644,1060.52520318006,1060.50538312688,1060.50320646606,1060.51625968919,1060.50656344154,1060.51584368308
2475.88973783935,2475.89531203871,2475.89611974917,2475.88780060261,2475.90633783115,2475.88711252179,2475.87378135244,2475.88741310959,2475.88908904587,2475.88002283196,2475.88992999865,2475.90062331693,2475.87341218009,2475.89002998783,2475.88099695064,2475.89514528497,2475.88652325996,2475.87576569307,2475.88153236937,2475.87314084667,2475.89588569817,2475.875538762,2475.87603384485,2475.89194262008,2475.88954568006,2475.89981236371,2475.90210109771,2475.89505516918,2475.892894635,2475.89851154614,2475.89928025395
2475.88973783935,2475.89531203871,2475.89611974917,2475.88780060261,2475.90633783115,2475.88711252179,2475.87378135244,2475.88741310959,2475.88908904587,2475.88002283196,2475.88992999865,2475.90062331693,2475.87341218009,2475.89002998783,2475.88099695064,2475.89514528497,2475.88652325996,2475.87576569307,2475.88153236937,2475.87314084667,2475.89588569817,2475.875538762,2475.87603384485,2475.89194262008,2475.88954568006,2475.89981236371,2475.90210109771,2475.89505516918,2475.892894635,2475.89851154614,2475.89928025395
2475.88973783935,2475.89531203871,2475.89611974917,2475.88780060261,2475.90633783115,2475.88711252179,2475.87378135244,2475.88741310959,2475.88908904587,2475.88002283196,2475.88992999865,2475.90062331693,2475.87341218009,2475.89002998783,2475.88099695064,2475.89514528497,2475.88652325996,2475.87576569307,2475.88153236937,2475.87314084667,2475.89588569817,2475.875538762,2475.87603384485,2475.89194262008,2475.88954568006,2475.89981236371,2475.90210109771,2475.89505516918,2475.892894635,2475.89851154614,2475.89928025395
321.190610411249,321.19552950283,321.196009289197,321.174092290008,321.20507165716,321.183495262955,321.195488436741,321.198982221668,321.183238369652,321.19806417915,321.191594179102,321.194814813713,321.201979049798,321.202360623803,321.188863651059,321.186759674856,321.18818906505,321.191376566964,321.189844255533,321.174146926871,321.172474344045,321.182115446113,321.195711622932,321.183149906919,321.189492627783,321.204283606085,321.183871094226,321.181987102606,321.192142591997,321.186096381077,321.191452444132
1060.51219529062,1060.5106273665,1060.51255982219,1060.48756475235,1060.52382051626,1060.49419860622,1060.52196705929,1060.51642441813,1060.50279765867,1060.52351379671,1060.51465882965,1060.5209017061,1060.52632574608,1060.5271930999,1060.51317138909,1060.5082195969,1060.51183075905,1060.51768584821,1060.51113115194,1060.49932364873,1060.49161282527,1060.50736122626,1060.51656883878,1060.50009979203,1060.5022314644,1060.52520318006,1060.50538312688,1060.50320646606,1060.51625968919,1060.50656344154,1060.51584368308
321.190610411249,321.19552950283,321.196009289197,321.174092290008,321.20507165716,321.183495262955,321.195488436741,321.198982221668,321.183238369652,321.19806417915,321.191594179102,321.194814813713,321.201979049798,321.202360623803,321.188863651059,321.186759674856,321.18818906505,321.191376566964,321.189844255533,321.174146926871,321.172474344045,321.182115446113,321.195711622932,321.183149906919,321.189492627783,321.204283606085,321.183871094226,321.181987102606,321.192142591997,321.186096381077,321.191452444132
3742.27115171709,3742.27174524843,3742.27208035478,3742.27140153552,3742.28325578,3742.27090189867,3742.26496152614,3742.26867526747,3742.27017190954,3742.27457333853,3742.27763815453,3742.26432430256,3742.26508512362,3742.26845646333,3742.26320386859,3742.2714360867,3742.27781919599,3742.25616046645,3742.2589181004,3742.26625639909,3742.26475299953,3742.25386304053,3742.26194809611,3742.27661543571,3742.27583262223,3742.27664884114,3742.28559794478,3742.27357668236,3742.27749869599,3742.27070780981,3742.27894969372
3742.27115171709,3742.27174524843,3742.27208035478,3742.27140153552,3742.28325578,3742.27090189867,3742.26496152614,3742.26867526747,3742.27017190954,3742.27457333853,3742.27763815453,3742.26432430256,3742.26508512362,3742.26845646333,3742.26320386859,3742.2714360867,3742.27781919599,3742.25616046645,3742.2589181004,3742.26625639909,3742.26475299953,3742.25386304053,3742.26194809611,3742.27661543571,3742.27583262223,3742.27664884114,3742.28559794478,3742.27357668236,3742.27749869599,3742.27070780981,3742.27894969372
321.190610411249,321.19552950283,321.196009289197,321.174092290008,321.20507165716,321.183495262955,321.195488436741,321.198982221668,321.183238369652,321.19806417915,321.191594179102,321.194814813713,321.201979049798,321.202360623803,321.188863651059,321.186759674856,321.18818906505,321.191376566964,321.189844255533,321.174146926871,321.172474344045,321.182115446113,321.195711622932,321.183149906919,321.189492627783,321.204283606085,321.183871094226,321.181987102606,321.192142591997,321.186096381077,321.191452444132
2475.88973783935,2475.89531203871,2475.89611974917,2475.88780060261,2475.90633783115,2475.88711252179,2475.87378135244,2475.88741310959,2475.88908904587,2475.88002283196,2475.88992999865,2475.90062331693,2475.87341218009,2475.89002998783,2475.88099695064,2475.89514528497,2475.88652325996,2475.87576569307,2475.88153236937,2475.87314084667,2475.89588569817,2475.875538762,2475.87603384485,2475.89194262008,2475.88954568006,2475.89981236371,2475.90210109771,2475.89505516918,2475.892894635,2475.89851154614,2475.89928025395
1060.51219529062,1060.5106273665,1060.51255982219,1060.48756475235,1060.52382051626,1060.49419860622,1060.52196705929,1060.51642441813,1060.50279765867,1060.52351379671,1060.51465882965,1060.5209017061,1060.52632574608,1060.5271930999,1060.51317138909,1060.5082195969,1060.51183075905,1060.51768584821,1060.51113115194,1060.49932364873,1060.49161282527,1060.50736122626,1060.51656883878,1060.50009979203,1060.5022314644,1060.52520318006,1060.50538312688,1060.50320646606,1060.51625968919,1060.50656344154,1060.51584368308
6285.96460035757,6285.964691361,6285.96576108783,6285.96186717456,6285.96486921487,6285.96436428522,6285.96440669266,6285.96412392629,6285.96422642638,6285.96455086785,6285.96464984728,6285.96544227507,6285.96437227102,6285.96531927896,6285.96382527667,6285.96442010468,6285.96395090294,6285.9651980997,6285.9651807909,6285.96587236926,6285.96441898333,6285.96415993095,6285.9639052512,6285.96582441741,6285.96467359228,6285.96449236553,6285.96468220572,6285.96484153279,6285.96535287624,6285.9648568933,6285.96367974264
321.190610411249,321.19552950283,321.196009289197,321.174092290008,321.20507165716,321.183495262955,321.195488436741,321.198982221668,321.183238369652,321.19806417915,321.191594179102,321.194814813713,321.201979049798,321.202360623803,321.188863651059,321.186759674856,321.18818906505,321.191376566964,321.189844255533,321.174146926871,321.172474344045,321.182115446113,321.195711622932,321.183149906919,321.189492627783,321.204283606085,321.183871094226,321.181987102606,321.192142591997,321.186096381077,321.191452444132
3742.27115171709,3742.27174524843,3742.27208035478,3742.27140153552,3742.28325578,3742.27090189867,3742.26496152614,3742.26867526747,3742.27017190954,3742.27457333853,3742.27763815453,3742.26432430256,3742.26508512362,3742.26845646333,3742.26320386859,3742.2714360867,3742.27781919599,3742.25616046645,3742.2589181004,3742.26625639909,3742.26475299953,3742.25386304053,3742.26194809611,3742.27661543571,3742.27583262223,3742.27664884114,3742.28559794478,3742.27357668236,3742.27749869599,3742.27070780981,3742.27894969372
1060.51219529062,1060.5106273665,1060.51255982219,1060.48756475235,1060.52382051626,1060.49419860622,1060.52196705929,1060.51642441813,1060.50279765867,1060.52351379671,1060.51465882965,1060.5209017061,1060.52632574608,1060.5271930999,1060.51317138909,1060.5082195969,1060.51183075905,1060.51768584821,1060.51113115194,1060.49932364873,1060.49161282527,1060.50736122626,1060.51656883878,1060.50009979203,1060.5022314644,1060.52520318006,1060.50538312688,1060.50320646606,1060.51625968919,1060.50656344154,1060.51584368308
1060.51219529062,1060.5106273665,1060.51255982219,1060.48756475235,1060.52382051626,1060.49419860622,1060.52196705929,1060.51642441813,1060.50279765867,1060.52351379671,1060.51465882965,1060.5209017061,1060.52632574608,1060.5271930999,1060.51317138909,1060.5082195969,1060.51183075905,1060.51768584821,1060.51113115194,1060.49932364873,1060.49161282527,1060.50736122626,1060.51656883878,1060.50009979203,1060.5022314644,1060.52520318006,1060.50538312688,1060.50320646606,1060.51625968919,1060.50656344154,1060.51584368308
5057.07366922744,5057.07340572779,5057.07247601019,5057.07108236014,5057.07678552954,5057.07375655544,5057.07596026135,5057.07330395816,5057.07358189944,5057.08024620671,5057.07902472399,5057.06759781303,5057.07591368058,5057.07327065672,5057.07131296206,5057.07285007324,5057.07903794788,5057.06989489196,5057.06897448273,5057.07807560777,5057.06721411375,5057.06626342414,5057.07099249068,5057.07805278226,5057.07630470896,5057.07389248938,5057.07874662242,5057.07410877075,5057.07811781232,5057.0707503413,5057.07452651003
321.190610411249,321.19552950283,321.196009289197,321.174092290008,321.20507165716,321.183495262955,321.195488436741,321.198982221668,321.183238369652,321.19806417915,321.191594179102,321.194814813713,321.201979049798,321.202360623803,321.188863651059,321.186759674856,321.18818906505,321.191376566964,321.189844255533,321.174146926871,321.172474344045,321.182115446113,321.195711622932,321.183149906919,321.189492627783,321.204283606085,321.183871094226,321.181987102606,321.192142591997,321.186096381077,321.191452444132
1744.04842844661,1744.04737902075,1744.04730484974,1744.03908671501,1744.05374722491,1744.03630623661,1744.04685201755,1744.04536007045,1744.0478318984,1744.04659444984,1744.04973137137,1744.06454144473,1744.04421516231,1744.05435737836,1744.04958850546,1744.05359908888,1744.04743280292,1744.05061130012,1744.04769485721,1744.04426440796,1744.05306631029,1744.04902499481,1744.04203020407,1744.04450543432,1744.03808301113,1744.0534832204,1744.05207960229,1744.05196508824,1744.05227797227,1744.05416424479,1744.05556856657
3742.27115171709,3742.27174524843,3742.27208035478,3742.27140153552,3742.28325578,3742.27090189867,3742.26496152614,3742.26867526747,3742.27017190954,3742.27457333853,3742.27763815453,3742.26432430256,3742.26508512362,3742.26845646333,3742.26320386859,3742.2714360867,3742.27781919599,3742.25616046645,3742.2589181004,3742.26625639909,3742.26475299953,3742.25386304053,3742.26194809611,3742.27661543571,3742.27583262223,3742.27664884114,3742.28559794478,3742.27357668236,3742.27749869599,3742.27070780981,3742.27894969372
3742.27115171709,3742.27174524843,3742.27208035478,3742.27140153552,3742.28325578,3742.27090189867,3742.26496152614,3742.26867526747,3742.27017190954,3742.27457333853,3742.27763815453,3742.26432430256,3742.26508512362,3742.26845646333,3742.26320386859,3742.2714360867,3742.27781919599,3742.25616046645,3742.2589181004,3742.26625639909,3742.26475299953,3742.25386304053,3742.26194809611,3742.27661543571,3742.27583262223,3742.27664884114,3742.28559794478,3742.27357668236,3742.27749869599,3742.27070780981,3742.27894969372
1060.51219529062,1060.5106273665,1060.51255982219,1060.48756475235,1060.52382051626,1060.49419860622,1060.52196705929,1060.51642441813,1060.50279765867,1060.52351379671,1060.51465882965,1060.5209017061,1060.52632574608,1060.5271930999,1060.51317138909,1060.5082195969,1060.51183075905,1060.51768584821,1060.51113115194,1060.49932364873,1060.49161282527,1060.50736122626,1060.51656883878,1060.50009979203,1060.5022314644,1060.52520318006,1060.50538312688,1060.50320646606,1060.51625968919,1060.50656344154,1060.51584368308
3742.27115171709,3742.27174524843,3742.27208035478,3742.27140153552,3742.28325578,3742.27090189867,3742.26496152614,3742.26867526747,3742.27017190954,3742.27457333853,3742.27763815453,3742.26432430256,3742.26508512362,3742.26845646333,3742.26320386859,3742.2714360867,3742.27781919599,3742.25616046645,3742.2589181004,3742.26625639909,3742.26475299953,3742.25386304053,3742.26194809611,3742.27661543571,3742.27583262223,3742.27664884114,3742.28559794478,3742.27357668236,3742.27749869599,3742.27070780981,3742.27894969372
2475.88973783935,2475.89531203871,2475.89611974917,2475.88780060261,2475.90633783115,2475.88711252179,2475.87378135244,2475.88741310959,2475.88908904587,2475.88002283196,2475.88992999865,2475.90062331693,2475.87341218009,2475.89002998783,2475.88099695064,2475.89514528497,2475.88652325996,2475.87576569307,2475.88153236937,2475.87314084667,2475.89588569817,2475.875538762,2475.87603384485,2475.89194262008,2475.88954568006,2475.89981236371,2475.90210109771,2475.89505516918,2475.892894635,2475.89851154614,2475.89928025395
321.190610411249,321.19552950283,321.196009289197,321.174092290008,321.20507165716,321.183495262955,321.195488436741,321.198982221668,321.183238369652,321.19806417915,321.191594179102,321.194814813713,321.201979049798,321.202360623803,321.188863651059,321.186759674856,321.18818906505,321.191376566964,321.189844255533,321.174146926871,321.172474344045,321.182115446113,321.195711622932,321.183149906919,321.189492627783,321.204283606085,321.183871094226,321.181987102606,321.192142591997,321.186096381077,321.191452444132
1060.51219529062,1060.5106273665,1060.51255982219,1060.48756475235,1060.52382051626,1060.49419860622,1060.52196705929,1060.51642441813,1060.50279765867,1060.52351379671,1060.51465882965,1060.5209017061,1060.52632574608,1060.5271930999,1060.51317138909,1060.5082195969,1060.51183075905,1060.51768584821,1060.51113115194,1060.49932364873,1060.49161282527,1060.50736122626,1060.51656883878,1060.50009979203,1060.5022314644,1060.52520318006,1060.50538312688,1060.50320646606,1060.51625968919,1060.50656344154,1060.51584368308
2475.88973783935,2475.89531203871,2475.89611974917,2475.88780060261,2475.90633783115,2475.88711252179,2475.87378135244,2475.88741310959,2475.88908904587,2475.88002283196,2475.88992999865,2475.90062331693,2475.87341218009,2475.89002998783,2475.88099695064,2475.89514528497,2475.88652325996,2475.87576569307,2475.88153236937,2475.87314084667,2475.89588569817,2475.875538762,2475.87603384485,2475.89194262008,2475.88954568006,2475.89981236371,2475.90210109771,2475.89505516918,2475.892894635,2475.89851154614,2475.89928025395
2475.88973783935,2475.89531203871,2475.89611974917,2475.88780060261,2475.90633783115,2475.88711252179,2475.87378135244,2475.88741310959,2475.88908904587,2475.88002283196,2475.88992999865,2475.90062331693,2475.87341218009,2475.89002998783,2475.88099695064,2475.89514528497,2475.88652325996,2475.87576569307,2475.88153236937,2475.87314084667,2475.89588569817,2475.875538762,2475.87603384485,2475.89194262008,2475.88954568006,2475.89981236371,2475.90210109771,2475.89505516918,2475.892894635,2475.89851154614,2475.89928025395
321.190610411249,321.19552950283,321.196009289197,321.174092290008,321.20507165716,321.183495262955,321.195488436741,321.198982221668,321.183238369652,321.19806417915,321.191594179102,321.194814813713,321.201979049798,321.202360623803,321.188863651059,321.186759674856,321.18818906505,321.191376566964,321.189844255533,321.174146926871,321.172474344045,321.182115446113,321.195711622932,321.183149906919,321.189492627783,321.204283606085,321.183871094226,321.181987102606,321.192142591997,321.186096381077,321.191452444132
321.190610411249,321.19552950283,321.196009289197,321.174092290008,321.20507165716,321.183495262955,321.195488436741,321.198982221668,321.183238369652,321.19806417915,321.191594179102,321.194814813713,321.201979049798,321.202360623803,321.188863651059,321.186759674856,321.18818906505,321.191376566964,321.189844255533,321.174146926871,321.172474344045,321.182115446113,321.195711622932,321.183149906919,321.189492627783,321.204283606085,321.183871094226,321.181987102606,321.192142591997,321.186096381077,321.191452444132
3742.27115171709,3742.27174524843,3742.27208035478,3742.27140153552,3742.28325578,3742.27090189867,3742.26496152614,3742.26867526747,3742.27017190954,3742.27457333853,3742.27763815453,3742.26432430256,3742.26508512362,3742.26845646333,3742.26320386859,3742.2714360867,3742.27781919599,3742.25616046645,3742.2589181004,3742.26625639909,3742.26475299953,3742.25386304053,3742.26194809611,3742.27661543571,3742.27583262223,3742.27664884114,3742.28559794478,3742.27357668236,3742.27749869599,3742.27070780981,3742.27894969372
321.190610411249,321.19552950283,321.196009289197,321.174092290008,321.20507165716,321.183495262955,321.195488436741,321.198982221668,321.183238369652,321.19806417915,321.191594179102,321.194814813713,321.201979049798,321.202360623803,321.188863651059,321.186759674856,321.18818906505,321.191376566964,321.189844255533,321.174146926871,321.172474344045,321.182115446113,321.195711622932,321.183149906919,321.189492627783,321.204283606085,321.183871094226,321.181987102606,321.192142591997,321.186096381077,321.191452444132
321.190610411249,321.19552950283,321.196009289197,321.174092290008,321.20507165716,321.183495262955,321.195488436741,321.198982221668,321.183238369652,321.19806417915,321.191594179102,321.194814813713,321.201979049798,321.202360623803,321.188863651059,321.186759674856,321.18818906505,321.191376566964,321.189844255533,321.174146926871,321.172474344045,321.182115446113,321.195711622932,321.183149906919,321.189492627783,321.204283606085,321.183871094226,321.181987102606,321.192142591997,321.186096381077,321.191452444132
1060.51219529062,1060.5106273665,1060.51255982219,1060.48756475235,1060.52382051626,1060.49419860622,1060.52196705929,1060.51642441813,1060.50279765867,1060.52351379671,1060.51465882965,1060.5209017061,1060.52632574608,1060.5271930999,1060.51317138909,1060.5082195969,1060.51183075905,1060.51768584821,1060.51113115194,1060.49932364873,1060.49161282527,1060.50736122626,1060.51656883878,1060.50009979203,1060.5022314644,1060.52520318006,1060.50538312688,1060.50320646606,1060.51625968919,1060.50656344154,1060.51584368308
321.190610411249,321.19552950283,321.196009289197,321.174092290008,321.20507165716,321.183495262955,321.195488436741,321.198982221668,321.183238369652,321.19806417915,321.191594179102,321.194814813713,321.201979049798,321.202360623803,321.188863651059,321.186759674856,321.18818906505,321.191376566964,321.189844255533,321.174146926871,321.172474344045,321.182115446113,321.195711622932,321.183149906919,321.189492627783,321.204283606085,321.183871094226,321.181987102606,321.192142591997,321.186096381077,321.191452444132
321.190610411249,321.19552950283,321.196009289197,321.174092290008,321.20507165716,321.183495262955,321.195488436741,321.198982221668,321.183238369652,321.19806417915,321.191594179102,321.194814813713,321.201979049798,321.202360623803,321.188863651059,321.186759674856,321.18818906505,321.191376566964,321.189844255533,321.174146926871,321.172474344045,321.182115446113,321.195711622932,321.183149906919,321.189492627783,321.204283606085,321.183871094226,321.181987102606,321.192142591997,321.186096381077,321.191452444132
321.190610411249,321.19552950283,321.196009289197,321.174092290008,321.20507165716,321.183495262955,321.195488436741,321.198982221668,321.183238369652,321.19806417915,321.191594179102,321.194814813713,321.201979049798,321.202360623803,321.188863651059,321.186759674856,321.18818906505,321.191376566964,321.189844255533,321.174146926871,321.172474344045,321.182115446113,321.195711622932,321.183149906919,321.189492627783,321.204283606085,321.183871094226,321.181987102606,321.192142591997,321.186096381077,321.191452444132
321.190610411249,321.19552950283,321.196009289197,321.174092290008,321.20507165716,321.183495262955,321.195488436741,321.198982221668,321.183238369652,321.19806417915,321.191594179102,321.194814813713,321.201979049798,321.202360623803,321.188863651059,321.186759674856,321.18818906505,321.191376566964,321.189844255533,321.174146926871,321.172474344045,321.182115446113,321.195711622932,321.183149906919,321.189492627783,321.204283606085,321.183871094226,321.181987102606,321.192142591997,321.186096381077,321.191452444132
2475.88973783935,2475.89531203871,2475.89611974917,2475.88780060261,2475.90633783115,2475.88711252179,2475.87378135244,2475.88741310959,2475.88908904587,2475.88002283196,2475.88992999865,2475.90062331693,2475.87341218009,2475.89002998783,2475.88099695064,2475.89514528497,2475.88652325996,2475.87576569307,2475.88153236937,2475.87314084667,2475.89588569817,2475.875538762,2475.87603384485,2475.89194262008,2475.88954568006,2475.89981236371,2475.90210109771,2475.89505516918,2475.892894635,2475.89851154614,2475.89928025395
2475.88973783935,2475.89531203871,2475.89611974917,2475.88780060261,2475.90633783115,2475.88711252179,2475.87378135244,2475.88741310959,2475.88908904587,2475.88002283196,2475.88992999865,2475.90062331693,2475.87341218009,2475.89002998783,2475.88099695064,2475.89514528497,2475.88652325996,2475.87576569307,2475.88153236937,2475.87314084667,2475.89588569817,2475.875538762,2475.87603384485,2475.89194262008,2475.88954568006,2475.89981236371,2475.90210109771,2475.89505516918,2475.892894635,2475.89851154614,2475.89928025395
321.190610411249,321.19552950283,321.196009289197,321.174092290008,321.20507165716,321.183495262955,321.195488436741,321.198982221668,321.183238369652,321.19806417915,321.191594179102,321.194814813713,321.201979049798,321.202360623803,321.188863651059,321.186759674856,321.18818906505,321.191376566964,321.189844255533,321.174146926871,321.172474344045,321.182115446113,321.195711622932,321.183149906919,321.189492627783,321.204283606085,321.183871094226,321.181987102606,321.192142591997,321.186096381077,321.191452444132
